Instant,WeekDay,Hour,Operators,LHDs,56 W,58 E,58 R,60 E,60 W,Buckets
633,6,14,12,0,0,0,0,0,0,0
634,6,15,11,0,0,0,0,0,0,0
635,6,16,11,0,0,0,0,0,0,0
636,6,17,5,0,0,0,0,0,0,0
637,6,18,8,0,0,0,0,0,0,0
638,6,19,10,0,0,0,0,0,0,0
639,6,20,7,0,0,0,0,0,0,0
640,6,21,9,0,0,0,0,0,0,0
641,6,22,11,0,7,0,13,4,10,27
642,6,23,9,0,0,1,0,2,20,23
643,7,0,11,0,14,4,1,25,0,49
644,7,1,4,0,0,0,0,6,24,31
645,7,2,8,0,2,0,1,2,9,14
646,7,3,8,0,0,0,0,0,0,0
647,7,4,11,0,0,0,0,0,0,0
648,7,5,6,0,0,0,0,0,0,0
649,7,6,1,0,0,0,0,0,0,0
650,7,7,7,0,0,0,0,0,0,0
651,7,8,8,0,0,0,0,0,0,0
652,7,9,9,0,0,0,0,0,0,0
653,7,10,5,0,0,0,0,0,0,0
654,7,11,10,0,0,0,0,0,0,0
655,7,12,5,0,0,0,0,0,0,0
656,7,13,9,0,0,0,0,0,0,0
657,7,14,12,0,0,0,0,0,0,0
658,7,15,9,0,0,0,0,0,0,0
659,7,16,10,0,0,0,0,0,0,0
660,7,17,8,0,0,0,0,0,0,0
661,7,18,4,0,0,0,0,0,0,0
662,7,19,6,0,0,0,0,0,0,0
663,7,20,1,0,0,0,0,0,0,0
664,7,21,5,0,0,0,0,0,0,0
665,7,22,12,0,0,0,0,0,0,0
666,7,23,9,0,0,0,0,0,0,0
667,1,0,10,0,0,0,0,0,0,0
668,1,1,10,0,0,0,0,0,0,0
669,1,2,6,0,0,0,0,0,0,0
670,1,3,12,0,0,0,0,0,0,0
671,1,4,7,0,0,0,0,0,0,0
672,1,5,7,0,0,0,0,0,0,0
673,1,6,4,0,0,0,0,0,0,0
674,1,7,2,0,0,0,0,0,0,0
675,1,8,6,0,0,0,0,0,0,0
676,1,9,11,0,0,0,0,0,0,0
677,1,10,9,0,0,0,0,0,0,0
678,1,11,1,0,0,0,0,0,0,0
679,1,12,9,0,0,0,0,0,0,0
680,1,13,3,0,1,0,1,2,24,27
681,1,14,9,0,14,1,19,8,1,29
682,1,15,3,0,4,0,8,4,16,28
683,1,16,8,0,14,0,4,15,3,33
684,1,17,7,0,1,0,0,2,10,13
685,1,18,3,0,0,1,0,8,2,11
686,1,19,8,0,0,0,0,0,0,0
687,1,20,1,0,0,0,0,0,0,0
688,1,21,1,0,0,0,0,0,0,0
689,1,22,10,0,0,0,0,0,0,0
690,1,23,12,0,0,0,0,0,0,0
691,2,0,7,0,0,0,0,0,0,0
692,2,1,12,0,0,0,0,0,0,0
693,2,2,5,0,0,0,0,0,0,0
694,2,3,3,0,0,0,0,0,0,0
695,2,4,9,0,0,0,0,0,0,0
696,2,5,9,0,0,0,0,0,0,0
697,2,6,6,0,0,0,0,0,0,0
698,2,7,2,6,0,0,0,0,0,0
699,2,8,11,6,0,0,0,0,0,0
700,2,9,9,5,0,0,0,0,0,0
701,2,10,5,1,0,0,0,0,0,0
702,2,11,12,3,0,0,0,0,0,0
703,2,12,5,3,0,0,0,0,0,0
704,2,13,10,0,0,0,0,0,0,0
705,2,14,3,0,0,0,0,0,0,0
706,2,15,6,0,0,0,0,0,0,0
707,2,16,11,0,0,0,0,0,0,0
708,2,17,4,0,0,0,0,0,0,0
709,2,18,5,0,0,0,0,0,0,0
710,2,19,6,0,0,0,0,0,0,0
711,2,20,3,0,0,0,0,0,0,0
712,2,21,6,0,0,0,0,0,0,0
713,2,22,3,0,0,0,0,0,0,0
714,2,23,11,0,0,0,0,0,0,0
715,3,0,7,0,0,0,0,0,0,0
716,3,1,7,0,0,0,0,0,0,0
717,3,2,5,0,0,0,0,0,0,0
718,3,3,12,0,0,0,0,0,0,0
719,3,4,7,0,0,0,0,0,0,0
720,3,5,10,0,0,0,0,0,0,0
721,3,6,11,0,0,0,0,0,0,0
